Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-01-02,172.07522583007812,173.28980591515392,171.02818284727928,172.87098872203438,121465900
2015-01-05,168.96766662597656,171.18739338858026,168.65774588814264,171.01986901086707,169632600
2015-01-06,167.3760986328125,169.80523308712642,166.57196404899335,169.27751936707995,209151400
2015-01-07,169.4618377685547,169.80527098941056,168.26402653946167,168.7163435566879,125346700
2015-01-08,172.46893310546875,172.6867262487599,170.86906097370908,170.88580446066396,147217800
2015-01-09,171.0868377685547,172.90450300570723,170.4669836693782,172.88774673781396,158567300
2015-01-12,169.74658203125,171.37997910518158,169.1351125845227,171.22082654669308,144396100
2015-01-13,169.26918029785156,172.11713246858025,167.95408800557067,170.97794904403116,214553300
2015-01-14,168.2472381591797,168.44827500696013,166.3290610974245,167.2336949592215,192991100
2015-01-15,166.70602416992188,169.21054318097146,166.5887558494843,168.89225075766285,176613900
2015-01-16,168.89224243164062,169.05139502609322,166.31232672791032,166.49660733398304,211879600
2015-01-20,169.25242614746094,169.80526798863647,167.66929744321328,169.5372188118405,130991100
2015-01-21,170.10682678222656,170.59265635736452,168.3142893476847,168.78336265297955,122942700
2015-01-22,172.63641357421875,172.77042533232037,169.47852906435492,170.869004902588,174356000
2015-01-23,171.68991088867188,172.63644177845288,171.55588632739065,172.37676439798835,117516800
2015-01-26,172.0919952392578,172.18413554003234,170.75178778769526,171.47215392612682,92009700
2015-01-27,169.82203674316406,170.97796375454018,168.98440217602436,170.01468911484523,134044600
2015-01-28,167.64418029785156,171.12035860872845,167.45152792784617,171.01984655155852,168514300
2015-01-29,169.19378662109375,169.45345125476567,166.42120586409038,167.84519464961193,173585400
2015-01-30,167.06619262695312,169.34455940978873,166.79815624259538,168.00435192542454,197729700
2015-02-02,169.13514709472656,169.227287395742,165.7343532629911,167.56877475875172,163107000
2015-02-03,171.58106994628906,171.5894544723902,169.66289231873068,170.03982533587737,124212900
2015-02-04,170.92770385742188,172.03338759604344,170.4670022996629,170.81043553192768,134306700
2015-02-05,172.65316772460938,172.80394853605594,171.5223691545398,171.59775316962092,97953200
2015-02-06,172.17581176757812,173.5914164278468,171.64809782690517,173.02181819673632,125672000
2015-02-09,171.40513610839844,172.25114227456206,170.9946906397696,171.52240441639427,87219000
2015-02-10,173.23117065429688,173.4908352769414,171.44700526720317,172.45217678636325,96164200
2015-02-11,173.3317108154297,173.76728435898173,172.4103204817602,173.06367440644382,91087800
2015-02-12,174.99856567382812,175.0572062129451,173.36518125873363,174.1358033217196,97545900
2015-02-13,175.7189483642578,175.76920438466902,174.86455767340624,175.12423508100915,93670400
2015-02-17,175.99539184570312,176.17130072100613,175.14938557053185,175.40066570483813,76968200
2015-02-18,176.0121307373047,176.08751477015386,175.35039236552896,175.6184415240425,80652900
2015-02-19,175.8865203857422,176.2550816770787,175.266678924213,175.40907528108568,91462500
2015-02-20,176.94187927246094,177.01726329414203,174.83940893837317,175.4676346816197,140896400
2015-02-23,176.91676330566406,176.91676330566406,176.3052810047629,176.69059844394326,74411100
2015-02-24,177.41937255859375,177.6204094525015,176.53985372201973,176.84140267223685,72472300
2015-02-25,177.26858520507812,177.77954273792483,176.92515200830022,177.29371321642407,73061700
2015-02-26,177.05917358398438,177.33559448538486,176.44769123484664,177.17644189537057,72697900
2015-02-27,176.45611572265625,177.2267380550494,176.40585968943563,176.95868883615253,108076000
2015-03-02,177.57009887695312,177.62872663136088,176.5062997430722,176.55655575578885,87491400
2015-03-03,176.84140014648438,177.6204069156228,175.97026584790416,177.13457734825138,110325800
2015-03-04,176.09593200683594,176.31372519971578,175.1159009827487,176.23832836610086,114497200
2015-03-05,176.28855895996094,176.57335161674294,175.77760141395183,176.4225707634956,76873000
2015-03-06,173.80914306640625,175.85297310698823,173.47409440915447,175.41739962753132,188128000
2015-03-09,174.52951049804688,174.88968716824274,173.85102865416192,174.01018124100648,89818900
2015-03-10,171.6983184814453,173.23119117028907,171.65643419963877,173.1474353879643,157121300
2015-03-11,171.29623413085938,172.1338685275873,171.21246557867195,171.95795968050834,110145700
2015-03-12,173.47413635253906,173.54113587515928,171.88262289257216,171.93287892518237,93993500
2015-03-13,172.4102783203125,174.16930277150303,171.3632353917637,173.1976566475869,162410900
2015-03-16,174.71385192871094,174.8059922594249,172.4354844613218,173.14747908786524,136099200
2015-03-17,174.1945037841797,174.57980855757557,173.3736126418681,173.968338854662,94510400
2015-03-18,176.28855895996094,176.96704084635425,173.07203283065905,173.7170149614907,228808500
2015-03-19,175.4844207763672,176.29692723158178,175.09073155450906,175.8697382548217,117917300
2015-03-20,177.0333709716797,177.5466092325313,176.25930902452194,176.44441218996602,177715100
2015-03-23,176.68841552734375,177.62234052295042,176.68841552734375,177.0417908177977,71784500
2015-03-24,175.69558715820312,177.024945738702,175.62827575035004,176.5622006720118,77805300
2015-03-25,173.1209716796875,176.14151169014073,173.0789132838773,175.90592818491572,159521700
2015-03-26,172.70870971679688,173.6342126911177,171.7411226693189,172.4478860345943,153067200
2015-03-27,173.10421752929688,173.28089880444315,172.39745391368297,172.590979094729,118939000
2015-03-30,175.21597290039062,175.51886777283954,174.13060709647834,174.14742531726029,96180400
2015-03-31,173.6847381591797,175.08984330479637,173.6258486858052,174.38307975591067,126768700
2015-04-01,173.07057189941406,173.67636200580245,172.06933511695703,173.6511218212316,137303600
2015-04-02,173.6931610107422,174.14749708748974,172.8181253126733,173.00322852425163,86900900
2015-04-06,174.86265563964844,175.38430310016838,172.6582611830351,172.79287118558364,114368200
2015-04-07,174.39990234375,175.64513155965136,174.36625305179206,174.88790052635727,81236300
2015-04-08,174.9888153076172,175.43474212946953,174.2315844730892,174.62703095108472,89351900
2015-04-09,175.76290893554688,175.99849247497008,174.32416752252226,174.82057477785403,85548900
2015-04-10,176.72207641601562,176.76414765680897,175.81340437424785,176.01532578871172,72722900
2015-04-13,175.92274475097656,177.2184668558486,175.87226440580926,176.57901491482778,74436600
2015-04-14,176.2593231201172,176.44442630036414,175.08981457492408,175.72084464258236,75099900
2015-04-15,177.05023193359375,177.56347031833667,176.64637621983692,176.7305187111095,99529300
2015-04-16,176.99977111816406,177.51300955957782,176.51177285925073,176.7137071575972,68934900
2015-04-17,174.96363830566406,176.0405954912337,174.172745064124,175.79660279505376,191113200
2015-04-20,176.56216430664062,176.8987084382519,175.81334270122022,175.8974723149552,92189500
2015-04-21,176.35186767578125,177.41199352535781,176.0489727418538,177.25213052712678,72559800
2015-04-22,177.21847534179688,177.40357850849924,175.76289018197028,176.69681512729994,78264600
2015-04-23,177.6643829345703,178.32065305869497,176.69679597019564,176.81458771456835,102585900
2015-04-24,178.07667541503906,178.34592106610773,177.62233942678478,178.085097365597,61327400
2015-04-27,177.33628845214844,178.77502988490204,177.14276331198704,178.6488290007448,79358100
2015-04-28,177.8999786376953,177.9504589832728,176.1246804009717,177.31101987539466,86863500
2015-04-29,177.16802978515625,177.7738069134672,176.3518964367038,176.99974480904308,125684900
2015-04-30,175.39273071289062,176.98292616199248,174.68596719458,176.58747957807932,161304900
2015-05-01,177.29425048828125,177.33632173701022,176.0826704196051,176.18363114588058,103399700
2015-05-04,177.79904174804688,178.38800058918994,177.61393856392476,177.7233083812043,70927200
2015-05-05,175.76290893554688,177.91683575623625,175.61987698934993,177.5550384960463,113326200
2015-05-06,175.0393524169922,176.62954795587382,173.9623952709952,176.3182438422418,135060200
2015-05-07,175.73770141601562,176.16681017268684,174.60185474808324,174.9383990559871,88244900
2015-05-08,178.05140686035156,178.25334106646667,177.3446563964545,177.42879885858676,155877300
2015-05-11,177.20167541503906,178.27863248053117,177.1259548803578,178.0093996333286,75708100
2015-05-12,176.6715850830078,177.21848550265366,175.5273167315767,176.36028102949547,119727600
2015-05-13,176.7052459716797,177.7148914892053,176.46966244553502,177.0838614359594,94667900
2015-05-14,178.54788208007812,178.64043368171994,177.45409392567706,177.7317487306025,95934000
2015-05-15,178.7413787841797,178.88441073088876,178.25338063981582,178.7413787841797,76510100
2015-05-18,179.29664611816406,179.54904782447636,178.5057532028201,178.57306460394906,74549700
2015-05-19,179.23780822753906,179.6921571388218,178.95174429871165,179.4145023237805,72114600
2015-05-20,179.11155700683594,179.86878786177087,178.79183103600926,179.3387185603136,76857500
2015-05-21,179.6332550048828,179.8435983948183,178.8002905589354,178.9685755415571,64764600
2015-05-22,179.20416259765625,179.66690779384368,179.13685117096634,179.24622100578824,57433500
2015-05-26,177.2773895263672,179.13683056454792,176.85670278670406,178.70772187355368,124308600
2015-05-27,178.9601593017578,179.19574287893792,177.32789248962266,177.7401701688589,93214000
2015-05-28,178.7581787109375,178.86754851093494,178.05983732452356,178.64879607260224,74974600
2015-05-29,177.64759826660156,178.73296442045205,177.3783654255848,178.6909060166005,124919600
2015-06-01,178.0093994140625,178.65724777221428,177.21008431005293,178.32070350404038,93338800
2015-06-02,177.83267211914062,178.53101354161413,176.9155782470389,177.54660826077946,91531000
2015-06-03,178.30384826660156,178.93487831263496,177.80744104492334,178.37115967877915,87820900
2015-06-04,176.7978057861328,178.2533782486132,176.4780797693427,177.58869887713576,151882800
2015-06-05,176.49493408203125,177.1764446068865,175.83024178465624,176.64637515940282,121704700
2015-06-08,175.4095458984375,176.5369961598017,175.3338253636839,176.3855422519536,89063300
2015-06-09,175.38433837890625,175.93123896565066,174.74489901356955,175.38433837890625,105034700
2015-06-10,177.48773193359375,177.8747693808545,176.09947083557088,176.1583603028673,134551300
2015-06-11,178.05982971191406,178.4468542276745,177.6980325289165,177.93361601807607,73876400
2015-06-12,176.6968536376953,177.93367377643096,176.41919882712799,177.22692307953673,135382400
2015-06-15,175.9395751953125,176.22563904248307,174.8289562521731,175.5441287084375,124384200
2015-06-16,176.89877319335938,176.98291567623102,175.61147280313367,175.78815404348757,85308200
2015-06-17,177.1848602294922,177.79907219030636,176.14997431441196,177.1848602294922,126708600
2015-06-18,179.02743530273438,179.49860236385848,177.21848758484586,177.79061534811385,165867900
2015-06-19,178.23269653320312,178.8583460565819,177.85223938958674,178.78225720801623,130478700
2015-06-22,179.14581298828125,179.73763668332765,178.93444646142262,179.16272592265088,70696000
2015-06-23,179.27264404296875,179.6108382571635,178.87528680507396,179.35719582171498,68476800
2015-06-24,177.97059631347656,179.3825230116695,177.94523336506734,179.0020658847436,92307300
2015-06-25,177.42955017089844,178.60474775846092,177.3534613035463,178.47793297954067,97107400
2015-06-26,177.395751953125,178.0383017210891,176.83774107787613,177.7931092603923,104174800
2015-06-29,173.67564392089844,177.40415250106332,173.5995550684352,175.89922388199795,202621300
