Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.320430755615234,24.789799848077692,23.87997951870223,24.7786766820896,212818400
2015-01-05,23.635286331176758,24.16916607950061,23.448429352699723,24.089084032394183,257142000
2015-01-06,23.637510299682617,23.89777609314269,23.27491613036746,23.699795956528767,263188400
2015-01-07,23.968961715698242,24.069063429151587,23.735388788097783,23.846613668449052,160423600
2015-01-08,24.889902114868164,24.94773952442875,24.18028687717126,24.298186668971617,237458000
2015-01-09,24.91659927368164,25.192436513950497,24.51618900784212,25.06341523971809,214798000
2015-01-12,24.302640914916992,25.054520636136424,24.202539182688724,25.047847413608846,198603200
2015-01-13,24.518417358398438,25.092338252779168,24.22700866193354,24.787581414176074,268367600
2015-01-14,24.424985885620117,24.578475075748763,24.13580050030205,24.25592358202692,195826400
2015-01-15,23.762086868286133,24.482823723855358,23.72649578385613,24.46947727933876,240056000
2015-01-16,23.57744789123535,23.931143866715107,23.401712389817426,23.80879582865299,314053200
2015-01-20,24.184734344482422,24.240346775665593,23.690895684030792,23.988977500537363,199599600
2015-01-21,24.369375228881836,24.705273190593893,24.084638071421082,24.235903996851988,194303600
2015-01-22,25.003355026245117,25.018926442594392,24.40718956191167,24.52731264395913,215185600
2015-01-23,25.13237953186035,25.303665133708545,24.809826298674736,24.981113597680242,185859200
2015-01-26,25.15907096862793,25.439358179889904,25.0923370497656,25.30143869878955,222460000
2015-01-27,24.278165817260742,25.021148872066853,24.25369620874828,25.007800732869285,382274800
2015-01-28,25.65067481994629,26.27575964212594,25.65067481994629,26.16675806523533,585908400
2015-01-29,26.44927406311035,26.51378469048546,25.706291059166713,25.87535333445469,337745600
2015-01-30,26.06221580505371,26.693972335696472,25.99325522245303,26.338053043985266,334982000
2015-02-02,26.389211654663086,26.509334716144085,25.821965844352427,26.260192097211768,250956400
2015-02-03,26.393665313720703,26.491542057577952,26.16231735133231,26.360297509087918,207662800
2015-02-04,26.596094131469727,26.807422432641452,26.31803191715725,26.360297916823008,280598800
2015-02-05,26.785924911499023,26.850690149029983,26.631828253102775,26.803789832587974,168984800
2015-02-06,26.56035614013672,26.85514855508198,26.45315812385905,26.803782448482234,174826400
2015-02-09,26.736787796020508,26.76358602482178,26.448694909423025,26.475494842079126,155559200
2015-02-10,27.25044822692871,27.27948192161642,26.835060226400515,26.8372922768724,248034000
2015-02-11,27.889162063598633,27.89809537590141,27.35764276049682,27.41794048872167,294247200
2015-02-12,28.24201774597168,28.469812930001105,28.04325625033411,28.152686334663176,297898000
2015-02-13,28.38047981262207,28.42514466366385,28.061121186494265,28.42514466366385,217088800
2015-02-17,28.547985076904297,28.782479882684733,28.344756018047196,28.472052760193755,252609600
2015-02-18,28.74673843383789,28.760137549027505,28.4631113340549,28.503310383478674,179566800
2015-02-19,28.686447143554688,28.815977639973614,28.659648905575196,28.69314670304956,149449600
2015-02-20,28.920928955078125,28.920928955078125,28.597104563377798,28.72439954429865,195793600
2015-02-23,29.70258140563965,29.70258140563965,28.956667773152923,29.037065874168317,283896400
2015-02-24,29.5172176361084,29.836577975147815,29.293889966856423,29.68918089559116,276912400
2015-02-25,28.762371063232422,29.38992472080922,28.6194414810838,29.380989705088034,298846800
2015-02-26,29.12639808654785,29.22689486952783,28.27552009882832,28.762372846811893,365150000
2015-02-27,28.68867301940918,29.159894523514826,28.63954066105051,29.032596120210176,248059200
2015-03-02,28.829368591308594,29.095129068348655,28.652941228409233,28.865101836964875,192386800
2015-03-03,28.889673233032227,28.925406485139664,28.606046081958947,28.800343510474104,151265200
2015-03-04,28.70653533935547,28.934330502130326,28.657406390236957,28.831601688914912,126665200
2015-03-05,28.230852127075195,28.75343806710463,28.085688798004263,28.715472771397522,226068400
2015-03-06,28.273290634155273,28.891907704368432,28.19736002284729,28.67527953091683,291368400
2015-03-09,28.393877029418945,28.9365649860489,27.92935511267005,28.577005632618352,354114000
2015-03-10,27.80653190612793,28.41174975782724,27.647969446430036,28.2308548693003,275426400
2015-03-11,27.29957389831543,27.864592630686776,27.270541914608945,27.860126826983816,275756000
2015-03-12,27.79312515258789,27.893623616647286,27.163341252463685,27.315204121479333,193450800
2015-03-13,27.601064682006836,28.005288905234814,27.375504972178575,27.781961245231113,207309200
2015-03-16,27.904796600341797,27.904796600341797,27.440276259847035,27.665836019503484,143497200
2015-03-17,28.37154769897461,28.434079174613988,28.061122370725606,28.116954288811467,204092400
2015-03-18,28.690902709960938,28.84499932962246,28.221914998124866,28.362610800519274,261083600
2015-03-19,28.474273681640625,28.865097045898438,28.45194125873968,28.753433227539062,183238000
2015-03-20,28.116960525512695,28.67527812635838,27.951698488400687,28.64178033116056,274780400
2015-03-23,28.40951919555664,28.552448800746625,28.25542252276998,28.38942051850897,150838800
2015-03-24,28.29338264465332,28.59487295012784,28.264348957509863,28.413979789156055,131369200
2015-03-25,27.55416488647461,28.322412548903188,27.55416488647461,28.259881079422676,206620800
2015-03-26,27.746227264404297,27.88915682669982,27.379970048040168,27.415703290541437,190291600
2015-03-27,27.525135040283203,27.848959476862227,27.449204451125873,27.819927493452933,158184800
2015-03-30,28.221923828125,28.228623386927342,27.69263653262168,27.703803599862415,188398800
2015-03-31,27.78866195678711,28.248716410272372,27.773029088091636,28.159385001788998,168362400
2015-04-01,27.748458862304688,27.942754519637674,27.491631739307195,27.87575554708019,162485600
2015-04-02,27.9874267578125,28.041024927702686,27.735067075051738,27.92266152159494,128880400
2015-04-06,28.440773010253906,28.476506248490157,27.766324325163154,27.797590056692584,148776000
2015-04-07,28.141521453857422,28.612741291445364,28.13482189606946,28.505544959128052,140049200
2015-04-08,28.049957275390625,28.22862010735405,27.909261445321576,28.105789197397314,149316800
2015-04-09,28.264347076416016,28.26881458361224,27.84002590093208,28.105784648045375,129936000
2015-04-10,28.384946823120117,28.409513003394114,27.974024723727684,28.128119659072386,160752000
2015-04-13,28.329118728637695,28.713244353508433,28.275520557103356,28.668576086828708,145460400
2015-04-14,28.206287384033203,28.427381315785674,28.119189722922986,28.36261608247333,102098400
2015-04-15,28.313480377197266,28.39164471719168,28.141518829209552,28.23085023371238,115881600
2015-04-16,28.17724609375,28.38494085357009,28.163846981456626,28.20181226885756,113476000
2015-04-17,27.860124588012695,28.1705498879956,27.79535936446777,28.038787391161097,207828000
2015-04-20,28.496606826782227,28.612736451123215,27.953920587647207,28.043251985369725,188217200
2015-04-21,28.342519760131836,28.630610999180256,28.288919884343844,28.608280273384672,129740400
2015-04-22,28.724407196044922,28.780239120097384,28.210754517075305,28.360383664610687,150618000
2015-04-23,28.958898544311523,29.126394296720928,28.61720748201312,28.652940727044147,183083600
2015-04-24,29.095129013061523,29.173295061822373,28.86063427448883,29.142029323860005,178103600
2015-04-27,29.62441635131836,29.731616094752106,29.289424820435556,29.548485755502007,387816800
2015-04-28,29.15765953063965,30.046502687249728,28.936567322211797,30.02863947275252,475696000
2015-04-29,28.728862762451172,29.387678510879415,28.6529321951522,29.06832167374672,253544400
2015-04-30,27.949459075927734,28.728872190424035,27.82216236838046,28.728872190424035,332781600
2015-05-01,28.798105239868164,29.061633688785268,27.982960526076326,28.161621657599095,234050400
2015-05-04,28.74227523803711,29.15990036778687,28.6440105016254,28.920938085357456,203953200
2015-05-05,28.094621658325195,28.686438622653633,28.090154150752014,28.619439639895173,197085600
2015-05-06,27.91819190979004,28.306781570243007,27.549700921359097,28.26434876861224,288564000
2015-05-07,28.09087371826172,28.27476727952215,27.812789436572668,27.98098482959033,175763600
2015-05-08,28.620132446289062,28.620132446289062,28.281498531518576,28.40932697854194,222201600
2015-05-11,28.32859230041504,28.606674900327775,28.173851975081664,28.568551017874455,168143200
2015-05-12,28.22767448425293,28.454176395333747,27.99220023537915,28.167123180955276,192640000
2015-05-13,28.25907325744629,28.523700783059066,28.227676916354287,28.29046959853829,138776800
2015-05-14,28.918394088745117,28.918394088745117,28.51696925361795,28.57303438501216,180814000
2015-05-15,28.878023147583008,29.039490967944023,28.75243782551186,28.94530197639066,152832000
2015-05-18,29.19647979736328,29.31533760796462,28.78608260489397,28.7905687737688,203531600
2015-05-19,29.16956901550293,29.351219498760727,29.073135207412207,29.308609450205115,178532800
2015-05-20,29.16733169555664,29.37365102707011,29.00586379751218,29.15387660771044,145819600
2015-05-21,29.465591430664062,29.519415190733618,29.11574554507242,29.169569305141973,158921600
2015-05-22,29.72348403930664,29.81991783006731,29.467827215861035,29.512682051718205,182384000
2015-05-26,29.068647384643555,29.806466408616938,28.956517125116992,29.736946195221503,282790400
2015-05-27,29.611351013183594,29.660688590439086,29.165074867022398,29.230108897799248,183332800
2015-05-28,29.553049087524414,29.591172962757135,29.400553586593528,29.570990338565178,122933200
2015-05-29,29.216665267944336,29.47904971057925,29.131445160749482,29.42971211398692,203538000
2015-06-01,29.274961471557617,29.465584247801104,29.165076026709112,29.216654978820518,128451200
2015-06-02,29.1449031829834,29.30188488682264,29.001376564909734,29.122475758744436,134670400
2015-06-03,29.180784225463867,29.364679535095387,29.131446626389298,29.30188684935407,123934000
2015-06-04,29.01034927368164,29.283947459828244,28.909432695303455,29.05968687590119,153800400
2015-06-05,28.851112365722656,29.084345205321515,28.786078325454806,29.04173516220574,142507200
2015-06-08,28.660493850708008,28.976701990945653,28.44296088234116,28.907178358441183,210699200
2015-06-09,28.575271606445312,28.723284353086683,28.171603745642244,28.413803777735374,224301600
2015-06-10,28.902694702148438,29.005852617170312,28.67170494699803,28.68740311375856,156349200
2015-06-11,28.837656021118164,29.19422938430922,28.812987229969774,28.969968890939715,141563600
